employee_id,employee_name,region,hire_date,monthly_salary,monthly_sales,num_clients_handled,performance_rating,incentive_percent,department_id,department,annual_budget,head_of_department
9244,Rachel Mendez,North,26-07-2021,89449,399384,9,5,15,4,,,
9245,Joanna Long,North,09-11-2023,112321,434846,10,3,15,2,,,
9246,Erin Morris,West,31-01-2022,71147,262917,48,2,10,3,,,
9247,Robert Lang,East,23-09-2019,74944,81410,11,3,0,5,,,
9248,Nicole Molina,East,14-12-2016,54714,268047,32,1,20,3,,,
9249,Tiffany Cox,South,07-06-2017,79294,273250,21,2,20,5,,,
9250,Jamie Escobar,North,02-03-2021,62711,384564,36,1,0,2,,,
9251,Gary Miller,East,05-08-2023,30220,220501,32,2,0,6,,,
9252,Sean Brown,West,13-10-2023,99776,149491,19,3,20,2,,,
9253,Richard Castro,East,20-04-2016,69769,239035,8,1,0,6,,,
9254,Kenneth Bell,North,16-10-2020,91949,126676,35,3,5,6,,,
9255,Nicole Johnson,West,09-03-2023,107828,328473,22,5,10,2,,,
9256,Jared Mcintosh,North,29-04-2018,58604,50908,4,2,5,3,,,
9257,Amanda Barrett,East,08-09-2018,46771,310931,29,4,20,1,,,
9258,Jason Lopez,East,21-03-2023,91182,458055,31,4,10,3,,,
9259,Caroline Rivera,East,16-02-2019,106759,399031,8,3,10,3,,,
9260,Nicole Steele,North,22-03-2020,62714,424240,12,2,10,4,,,
9261,Renee Johnson,West,01-12-2022,60429,362499,5,2,15,4,,,
9262,Ryan Noble,East,12-03-2023,68759,379889,30,3,15,3,,,
9263,Scott Aguirre,East,05-11-2019,96095,32755,35,4,10,5,,,
9264,Grant Cohen,East,14-04-2022,31839,458756,37,5,15,6,,,
9265,Clarence Sanchez,South,02-05-2019,97307,256203,4,4,5,4,,,
9266,Janet Walker,South,02-06-2022,54940,182646,43,1,20,3,,,
9267,Luis Wang,West,14-05-2019,37676,38356,21,4,20,1,,,
9268,Travis Berry,North,06-02-2016,113988,123526,16,1,20,5,,,
9269,Lauren Cooper,East,28-01-2023,46900,256584,18,1,0,2,,,
9270,Wendy Howard,East,07-01-2024,91375,87260,31,5,5,3,,,
9271,Sandra Maynard,North,17-03-2016,72180,281271,38,5,20,3,,,
9272,Cynthia Edwards,North,10-04-2016,96196,445920,32,4,20,6,,,
9273,Rachel Robinson,West,05-04-2017,95913,350349,48,3,20,5,,,
9274,William Walker,North,25-06-2015,41474,151950,33,4,20,4,,,
9275,Patrick Hall,East,25-11-2018,30159,444697,19,5,15,4,,,
9276,Clayton Lewis,West,16-01-2020,45929,244313,20,1,15,4,,,
9277,Thomas Harris,South,15-03-2024,66942,73041,48,1,5,2,,,
9278,Mrs. Colleen Baker,West,19-03-2024,32199,468597,10,3,5,5,,,
9279,Daniel Cole,West,01-06-2021,42980,372324,26,4,20,5,,,
9280,Karen Smith,West,26-06-2019,72997,274349,46,3,20,4,,,
9281,Diane Hamilton DDS,North,16-12-2016,73359,336911,18,3,20,4,,,
9282,Jessica Brown,East,17-01-2020,76006,34401,45,4,0,6,,,
9283,Latoya Esparza,North,28-02-2018,36276,43314,45,2,10,1,,,
9284,Keith Williams,East,29-11-2015,48372,446729,15,4,15,1,,,
9285,David Franklin,North,18-05-2021,118697,135748,36,3,20,3,,,
9286,Timothy Lewis,West,22-02-2018,38168,231350,18,2,0,3,,,
9287,Mr. Justin Thomas,East,04-08-2023,54966,77605,31,3,0,5,,,
9288,Taylor Scott,North,22-03-2023,34915,65362,15,3,0,5,,,
9289,Nicholas Moore,West,02-08-2016,69009,66005,38,3,15,2,,,
9290,Hannah George,South,04-04-2018,78921,106867,29,1,10,2,,,
9291,Timothy Burns,North,02-01-2024,94267,170591,42,4,20,1,,,
9292,Brenda Summers,North,18-04-2017,111733,484723,15,5,20,3,,,
9293,Jeffrey Smith,South,01-04-2016,59011,360794,1,1,10,1,,,
9294,Daniel Brooks,North,04-11-2017,113474,193159,37,4,15,1,,,
9295,Adam Malone,South,23-04-2022,34047,304928,41,1,0,3,,,
9296,Dawn Leach,East,21-02-2023,46515,496034,23,4,20,2,,,
9297,Justin Schultz,South,19-08-2015,99215,274953,46,2,0,6,,,
9298,Michelle Macdonald,West,30-03-2016,52737,251918,11,5,10,6,,,
9299,Kelsey Stevens,South,24-05-2018,114996,365515,38,2,20,6,,,
9300,Wendy Jones,East,01-08-2022,59048,280663,16,2,20,3,,,
9301,Jeffrey Thompson,South,22-04-2021,42927,259211,30,4,20,4,,,
9302,Courtney Collins,South,07-03-2022,94565,446173,29,3,5,4,,,
9303,Jennifer Allison,East,22-09-2020,64289,428137,41,3,10,4,,,
9304,Rodney Peters,North,16-07-2019,82421,466943,3,3,10,5,,,
9305,Christopher Williams,North,04-10-2023,79592,244968,40,3,0,2,,,
9306,Bob Mills,West,17-09-2015,105469,471106,17,5,15,2,,,
9307,Jennifer Reeves,West,29-04-2018,115311,153535,26,2,20,5,,,
9308,Kevin Clarke,South,26-03-2024,44836,155720,9,1,20,1,,,
9309,James Gonzalez,North,08-06-2023,115641,352921,17,5,20,6,,,
9310,James Pennington,North,07-02-2022,75078,379183,37,4,10,4,,,
9311,Misty Patterson,South,06-02-2016,69543,200798,31,5,20,6,,,
9312,David Herring,East,14-01-2018,119080,95370,31,5,10,4,,,
9313,Kimberly Perry,North,18-10-2017,45953,423305,11,4,15,6,,,
9314,Kristin Stephens,West,08-10-2023,87027,320083,38,1,15,1,,,
9315,Christian Ray,South,12-09-2018,104931,443691,22,2,10,6,,,
9316,Michele Scott,East,15-04-2024,81039,246419,46,5,20,6,,,
9317,Ruben Wright,West,23-04-2022,99806,143820,3,4,10,3,,,
9318,Monica Madden,North,16-05-2021,103925,445532,49,4,20,6,,,
9319,Mark Brennan,East,10-06-2024,107253,228251,28,1,20,3,,,
9320,Megan Moore,West,23-02-2024,63512,257566,32,5,5,2,,,
9321,Brad Barrett,South,31-07-2019,51930,105516,4,4,10,5,,,
9322,Benjamin Steele,East,30-05-2024,79604,183398,40,1,0,6,,,
9323,Angela Ramsey,East,14-05-2017,33262,213020,38,1,0,2,,,
9324,Joe Edwards,South,30-05-2022,41213,102965,11,4,15,3,,,
9325,Kevin Matthews,North,06-03-2023,54129,83913,1,4,20,6,,,
9326,Morgan Scott,North,15-07-2020,96034,391037,47,5,20,6,,,
9327,Robin Thompson,East,12-11-2015,90606,166414,16,5,5,1,,,
9328,William Ford,East,14-10-2022,46524,329522,34,2,20,2,,,
9329,Emma Garcia,East,18-07-2023,48098,313015,45,4,15,4,,,
9330,William Collins,West,17-08-2023,106548,474093,32,3,10,4,,,
9331,Karen Knight,East,23-04-2020,89811,68989,44,3,10,1,,,
9332,Mrs. Maureen Green,North,02-06-2021,79827,50708,46,2,15,3,,,
9333,Travis Orr,South,11-04-2022,66273,300305,33,4,5,4,,,
9334,Frank Miller,South,20-05-2016,92903,114169,11,1,10,4,,,
9335,Amanda Mitchell,South,10-05-2019,99138,158253,36,3,15,5,,,
9336,Joseph Garcia,East,24-08-2022,53059,164722,13,5,20,2,,,
9337,Lisa Schmidt,East,21-04-2016,71877,262534,20,3,10,3,,,
9338,Elizabeth Ramirez,South,17-07-2020,72782,202521,25,4,15,6,,,
9339,Matthew Hill,West,03-10-2017,52888,488792,6,3,5,2,,,
9340,Vincent Rice,West,13-11-2017,58398,294880,37,2,10,3,,,
9341,Daniel Green,West,08-11-2017,40795,85387,26,5,5,4,,,
9342,Michael Galvan,West,22-12-2016,116723,304949,4,2,0,5,,,
9343,Debbie Contreras,North,01-04-2018,113650,241354,45,1,5,2,,,
9344,Sandra Brown,South,25-10-2020,107156,24429,26,1,15,4,,,
9345,Rodney Rowland,North,07-06-2017,101512,156664,18,1,20,3,,,
9346,Timothy Campbell,East,06-04-2017,59232,330374,13,1,10,2,,,
9347,Amanda Cook,West,31-07-2022,43284,334770,8,4,5,6,,,
9348,Lindsey Mccormick,West,16-08-2022,92630,74139,47,4,10,2,,,
9349,Alexa Ramirez,South,09-08-2017,64574,499713,33,4,10,4,,,
9350,Joseph Smith,West,08-06-2022,91702,184761,43,2,15,2,,,
9351,Bonnie Robinson MD,South,05-12-2022,95139,245617,16,2,15,6,,,
9352,John Harris,East,30-09-2018,93683,435904,42,3,0,5,,,
9353,Phillip Hunt,West,30-05-2019,104081,210062,39,5,20,5,,,
9354,Mary Martin,West,24-11-2016,63708,244050,31,2,0,4,,,
9355,Courtney Jones,North,06-12-2023,37787,111664,40,3,15,3,,,
9356,Kaitlyn Smith,South,12-03-2022,99481,332151,23,1,0,4,,,
9357,Erika Bauer,South,09-06-2024,118978,489372,16,1,5,5,,,
9358,Kelly Pierce,West,04-07-2021,58718,112602,10,2,5,1,,,
9359,Marie Rich,North,11-09-2022,84000,56567,36,4,10,1,,,
9360,Sharon Johnson,West,13-03-2020,38421,13475,31,3,0,2,,,
9361,Joshua Kemp,South,21-07-2018,107210,401134,44,5,0,6,,,
9362,Carl Cole,South,07-02-2016,60596,377008,32,3,15,2,,,
9363,Dustin Gilbert,West,22-06-2021,84004,62529,21,4,0,1,,,
9364,James Jones,East,12-12-2015,85611,293569,16,4,10,5,,,
9365,Erika Garcia,West,09-09-2015,116777,487320,29,2,15,2,,,
9366,Olivia Barnes,North,09-04-2016,92540,449046,48,4,10,4,,,
9367,Samantha Lee,South,25-12-2020,103274,326296,45,4,5,6,,,
9368,Angelica Brown,South,16-03-2024,99308,186745,16,5,15,4,,,
9369,Jenna Schmitt,West,15-12-2018,86887,367273,15,4,20,6,,,
9370,Dana Gates,East,23-10-2016,42365,246673,8,1,10,5,,,
9371,Christopher Williams,South,12-10-2016,106334,253460,15,4,20,2,,,
9372,Patricia Sanchez,West,22-04-2019,69855,430464,21,1,20,6,,,
9373,Timothy Robinson,East,16-02-2023,94137,25169,21,5,10,4,,,
9374,Mitchell Wright,West,21-12-2016,45775,256899,7,2,15,2,,,
9375,James Frost,West,11-02-2022,97520,79769,19,1,20,2,,,
9376,Christopher Walters,West,03-11-2020,68022,12462,22,2,15,4,,,
9377,Cynthia Hall,South,10-12-2017,95886,291760,46,2,20,1,,,
9378,Tony Harper,East,19-11-2019,96448,53627,38,1,10,6,,,
9379,William Acevedo,North,09-05-2021,67213,231431,13,3,0,4,,,
9380,Johnny Khan,North,17-01-2022,88648,34430,26,4,15,5,,,
9381,Daniel Jackson,South,25-02-2019,40715,304021,44,5,20,3,,,
9382,Kevin Martin,South,06-01-2024,63059,125213,22,2,0,4,,,
9383,Emma Payne,West,25-09-2021,86902,105821,7,3,0,2,,,
9384,Samantha Baldwin,West,24-07-2019,111314,304158,35,2,0,2,,,
9385,Wendy Kaiser,East,13-11-2017,45223,194544,3,3,10,4,,,
9386,James Watson,West,05-02-2021,63235,134024,35,5,10,3,,,
9387,Alison Villarreal,East,07-08-2022,98813,96750,47,3,10,4,,,
9388,Mary Rich,West,23-12-2016,84513,39392,16,5,10,3,,,
9389,Karen Duncan,West,26-01-2021,44641,247482,45,4,15,3,,,
9390,Dennis Flores,North,24-04-2020,84455,108766,16,3,20,5,,,
9391,Ruben Ballard,South,01-08-2015,82727,422563,2,2,15,6,,,
9392,Seth Gonzalez,East,24-08-2022,41391,131071,38,4,0,2,,,
9393,Alisha Washington,North,15-03-2024,118512,382756,17,2,20,2,,,
9394,Jose Ortiz,West,24-05-2018,50709,336079,38,2,20,3,,,
9395,Nicole Peterson,North,30-08-2016,63832,212524,24,4,0,2,,,
9396,Daniel Webb,East,24-02-2016,67656,347850,22,4,5,1,,,
9397,Lindsay Thomas,South,16-05-2019,41655,88271,23,5,20,3,,,
9398,Justin Strickland,North,05-01-2018,43111,304492,44,3,15,2,,,
9399,Jennifer Montoya MD,East,07-12-2016,56269,298683,19,5,20,1,,,
9400,Timothy Gonzales,West,19-09-2015,92275,284686,44,1,0,5,,,
9401,Michelle Mcclure,North,25-11-2021,94532,265137,22,1,0,2,,,
9402,Christina George,South,10-10-2020,48778,370750,17,5,15,1,,,
9403,Angela Johnson,East,24-10-2021,76418,163339,2,5,0,4,,,
9404,John Campos,South,12-12-2016,95539,141848,14,3,20,6,,,
9405,Jane King,West,28-11-2016,92660,447435,28,4,10,4,,,
9406,Jessica Garcia,South,03-03-2016,68708,403839,13,1,15,1,,,
9407,Thomas Jensen,West,12-04-2021,88865,203565,38,4,0,3,,,
9408,Johnny Thompson,West,01-09-2018,81129,267808,17,2,5,3,,,
9409,Jessica Martinez,North,10-12-2015,72434,291914,9,2,5,2,,,
9410,Kylie Bush,West,18-10-2023,104858,115334,40,4,10,4,,,
9411,Stephanie Williams,South,17-09-2022,55977,286867,14,2,20,3,,,
9412,Michael Morgan,North,12-05-2019,89319,178615,2,1,10,3,,,
9413,Daniel Coleman,West,11-04-2023,108759,493807,42,1,20,4,,,
9414,Tiffany Burns,East,25-05-2021,109702,41327,21,2,5,5,,,
9415,Albert Carroll,East,04-10-2022,113670,202646,35,1,0,3,,,
9416,Samuel Smith,West,30-08-2019,104872,437045,30,2,10,6,,,
9417,Evelyn Smith,North,19-10-2018,56214,305199,17,3,0,1,,,
9418,Brenda Wong,North,26-04-2018,71108,39764,39,3,5,2,,,
9419,Amber Davis,North,09-10-2017,61667,385529,25,4,20,3,,,
9420,Jeffrey Diaz,South,05-06-2017,50631,492370,44,2,0,6,,,
9421,Jason Johnson,East,18-11-2016,119652,324935,39,3,5,6,,,
9422,Joshua Rodgers,West,20-05-2017,62421,50723,35,3,15,3,,,
9423,Kathleen Harding,West,07-09-2023,52419,425935,6,1,10,5,,,
9424,Tracy Mitchell,East,28-07-2019,73313,371591,3,4,20,1,,,
9425,Emily Walters,South,16-08-2018,97579,216223,36,4,20,2,,,
9426,Michael Hines,North,30-04-2022,31702,288026,48,3,15,3,,,
9427,Nicole Paul,East,01-06-2022,68715,350876,47,3,10,2,,,
9428,Scott Moore MD,West,31-10-2015,73889,455453,1,4,0,4,,,
9429,Carrie Caldwell,South,13-01-2018,42762,247089,34,1,5,6,,,
9430,Justin Burns,West,02-12-2020,64155,220517,1,5,5,6,,,
9431,Tina Rollins,North,15-05-2017,43382,37092,26,1,0,3,,,
9432,Joshua Garner,East,03-01-2018,59852,260748,18,5,0,3,,,
9433,Eric Carter,North,13-12-2022,78843,389033,36,4,10,4,,,
9434,Kathleen Campbell,South,14-11-2022,84978,31673,6,4,15,5,,,
9435,Alyssa Rosario,East,09-03-2024,62130,139980,11,4,5,3,,,
9436,Yolanda Brown,North,26-10-2019,40188,182710,44,2,15,6,,,
9437,Gloria Molina,North,01-10-2021,58268,160913,40,2,10,2,,,
9438,Joseph Downs,North,10-09-2019,77898,45512,30,2,0,1,,,
9439,Robert Davis,South,24-05-2022,76618,28737,14,4,5,2,,,
9440,Brian Sims,North,22-09-2020,55826,486784,10,3,15,5,,,
9441,Teresa Walter,West,26-09-2023,61995,304205,31,4,20,1,,,
9442,Isabel Soto,East,07-07-2018,34462,155761,36,5,5,2,,,
9443,Patty Mercer,East,11-04-2016,64804,178842,15,1,20,2,,,
9444,Patrick White,North,21-08-2018,118325,228322,30,5,20,4,,,
9445,Kelly Phillips,South,23-03-2019,53173,13966,48,1,20,5,,,
9446,Meghan Oneill,West,07-04-2023,79689,400846,14,5,20,6,,,
9447,Madeline Strong,West,14-04-2022,89496,369197,47,1,5,4,,,
9448,Ian Richard,East,22-10-2019,38982,192965,23,3,20,1,,,
9449,Travis Osborn,East,08-11-2023,102399,318678,17,1,5,6,,,
9450,Laura Miller MD,West,24-03-2017,48332,204202,27,4,0,4,,,
9451,Jennifer Torres,East,20-07-2022,109525,223845,44,5,15,5,,,
9452,Anthony Hobbs,North,09-02-2016,51488,212943,13,2,15,3,,,
9453,Sherri Adams,West,08-06-2024,116063,379232,14,3,15,3,,,
9454,Jordan Avery,East,21-04-2017,108483,29790,26,5,0,1,,,
9455,Eric Wilson,North,23-10-2019,74209,62104,43,3,15,3,,,
9456,Jasmine Jimenez,North,06-02-2024,49232,124507,11,2,0,4,,,
9457,Robin Chan MD,West,06-01-2022,83685,195287,38,2,10,1,,,
9458,Bradley Williams,North,16-05-2017,46545,101131,1,2,5,6,,,
9459,Ricardo Park,West,19-02-2020,107640,285329,24,2,10,5,,,
9460,Cory Buck,North,08-07-2020,87847,216384,20,2,0,1,,,
9461,Jessica Thompson,West,17-06-2020,43347,244287,8,4,20,6,,,
9462,Rebecca Williamson,West,21-04-2020,32634,20806,8,1,0,1,,,
9463,Megan Ali,West,04-01-2019,35101,159327,30,2,5,2,,,
9464,Kathleen Branch,West,19-01-2021,117686,133970,18,5,10,2,,,
9465,Deanna Cabrera,North,16-03-2024,55970,289154,13,5,0,1,,,
9466,Paul Wagner,West,22-07-2018,47893,14766,46,2,5,3,,,
9467,Jennifer Jackson,East,25-01-2023,48703,496506,47,3,20,2,,,
9468,Steven Watkins,North,29-01-2016,52489,18217,36,2,10,5,,,
9469,Beth Calhoun,West,01-09-2023,88098,176888,19,4,10,6,,,
9470,Phillip Moses,North,26-08-2017,66767,313725,13,1,15,4,,,
9471,Leslie Miller,North,04-11-2015,90186,383825,41,5,10,2,,,
9472,Earl Taylor,North,27-01-2023,111912,365741,48,2,15,1,,,
9473,Caleb Wheeler,North,23-02-2018,49733,215516,26,1,10,3,,,
9474,Cynthia Miller,West,05-10-2020,106942,323956,9,1,10,4,,,
9475,Jennifer Mcintyre,North,05-08-2023,60659,345347,34,2,0,6,,,
9476,Brian Reed,East,21-07-2018,79543,454109,31,1,20,6,,,
9477,Carmen Ramirez,North,20-03-2017,37951,389904,42,5,20,2,,,
9478,Mrs. Mikayla Medina MD,North,05-06-2020,94417,312815,7,2,10,6,,,
9479,Regina Jones,East,07-07-2020,114693,115029,9,3,10,6,,,
9480,Christopher Lee,West,09-09-2023,64006,292261,40,2,15,3,,,
9481,Kiara Brooks,East,03-10-2018,85864,303322,26,5,20,3,,,
9482,Keith Taylor,South,02-12-2017,30740,342144,33,2,0,3,,,
9483,Melissa James,East,22-07-2022,107860,332262,33,2,20,1,,,
9484,Timothy Rice,West,14-12-2018,61099,142917,40,2,5,6,,,
9485,Mrs. Rachel Washington,East,16-09-2018,39727,87965,4,4,20,6,,,
9486,Christopher Hernandez,North,20-10-2015,95904,165091,28,4,0,6,,,
9487,Sharon Lee,West,27-02-2022,56533,111062,4,5,20,5,,,
9488,Mr. Kevin Williams,South,04-09-2020,60408,485666,47,1,0,3,,,
9489,Angela Melton,West,02-10-2021,95305,66729,34,2,15,4,,,
9490,Justin Pena,North,25-01-2023,45038,221770,49,2,10,2,,,
9491,Brian Mckinney,South,18-12-2016,80799,459685,40,4,15,4,,,
9492,Christopher Garcia,West,19-11-2018,105759,230933,48,3,10,1,,,
9493,Suzanne Green,West,14-05-2020,79061,422478,6,4,15,1,,,
9494,Herbert Carey,North,17-06-2023,56254,406620,33,1,15,6,,,
9495,Alexander Wright,East,05-05-2018,56722,205657,5,2,10,4,,,
9496,Connor Hanna,East,22-11-2015,49208,231621,19,2,0,6,,,
9497,Kimberly Becker,South,14-09-2020,90640,59534,18,5,5,5,,,
9498,Marilyn Gray,North,13-08-2019,116090,64162,3,3,10,1,,,
9499,David Moreno,North,13-04-2024,85061,451694,34,5,0,1,,,
9500,Charles Jimenez,East,17-09-2016,50165,314393,2,3,0,4,,,
9501,Justin George,East,17-03-2018,49512,102964,1,3,0,1,,,
9502,Michael Pacheco,South,25-03-2023,105000,146140,35,3,20,5,,,
9503,Robert Young,East,17-03-2024,31979,187808,4,3,10,5,,,
9504,Teresa Pena,South,20-11-2017,36612,413445,35,5,10,5,,,
9505,Deanna Simmons,West,21-11-2022,56763,230086,8,2,15,2,,,
9506,Karen Jones,South,26-02-2018,36022,349588,44,2,10,5,,,
9507,Robert Wade,South,21-04-2024,89750,446628,29,5,0,5,,,
9508,Jennifer Soto,South,29-06-2018,105304,492300,36,4,5,2,,,
9509,Evan Cannon,West,22-08-2023,58055,363141,14,1,5,6,,,
9510,Valerie Thompson,East,22-01-2017,90889,54454,42,3,15,3,,,
9511,Kristie Smith,South,20-01-2021,103368,209622,49,5,10,1,,,
9512,Heather Lopez,East,11-05-2017,47639,390814,30,3,5,5,,,
9513,Andrew Jefferson,South,28-08-2015,91032,309086,7,3,10,1,,,
9514,Vanessa Weaver,East,15-01-2021,30299,362564,13,3,15,4,,,
9515,Hannah Huber,South,08-03-2023,114962,330214,22,5,10,1,,,
9516,James Wood,East,16-11-2016,113200,340784,45,2,15,6,,,
9517,Tyler Palmer,North,09-09-2016,43028,160393,2,4,20,2,,,
9518,Ashley Terrell,West,15-01-2018,55437,24017,8,4,5,1,,,
9519,Shaun Murphy,South,24-02-2017,34589,314817,21,5,15,1,,,
9520,Christina Marshall,West,08-02-2021,103669,218671,20,1,15,1,,,
9521,Steve Boyd,South,23-03-2016,92645,269406,11,4,15,3,,,
9522,Andrea Morgan,North,03-06-2022,89917,386262,34,4,15,3,,,
9523,Mitchell Gomez,North,31-08-2017,110995,223942,44,3,15,4,,,
9524,David Chandler,West,22-11-2018,49168,60587,5,5,15,2,,,
9525,Miguel Pena,South,02-08-2019,93845,407781,48,2,10,1,,,
9526,Richard Sweeney,East,17-10-2017,102934,88761,30,5,0,1,,,
9527,Shane Garcia,South,12-10-2021,53092,427537,33,5,15,1,,,
9528,Melissa Jones,East,10-10-2023,42377,331685,12,4,0,1,,,
9529,Jose Hughes,West,08-04-2019,104839,61352,5,3,20,3,,,
9530,Stephen Sanchez,West,17-06-2019,76635,269800,1,5,20,6,,,
9531,Margaret Ford,North,12-05-2020,85402,40623,35,2,5,6,,,
9532,Theresa Rodriguez,East,14-12-2018,119889,168699,25,3,15,4,,,
9533,Ashley Stone,South,21-08-2016,110801,60822,4,3,5,5,,,
9534,Bryan Howard,North,11-10-2019,112433,186701,9,2,5,2,,,
9535,Diane Moss,West,19-05-2021,38312,271918,49,2,5,6,,,
9536,Joseph Herring,North,24-10-2019,114767,234318,44,2,5,1,,,
9537,Christina Fisher,South,10-01-2021,92263,357428,3,5,10,6,,,
9538,Manuel Owen,South,29-03-2022,63885,487251,30,3,15,4,,,
9539,Christina Rodgers,West,15-10-2015,87848,51184,20,3,10,5,,,
9540,Stephanie Turner,North,17-06-2021,93494,141918,10,1,5,6,,,
9541,Brandon Obrien,East,18-06-2019,73951,435608,20,1,15,4,,,
9542,Madison Anderson,East,01-10-2019,70629,74801,40,1,20,3,,,
9543,John Johnson,East,09-05-2018,65006,385659,3,5,10,5,,,
9544,Dawn Hogan,South,20-11-2021,109567,221190,11,5,20,4,,,
9545,Catherine Cole,North,17-04-2022,97969,195659,15,2,15,6,,,
9546,Cindy Hart,East,13-03-2020,55378,374517,28,5,5,3,,,
9547,Ms. Shannon Tran,North,15-02-2016,53393,389788,44,3,15,4,,,
9548,Sara Bowen,West,01-11-2019,37166,63539,35,3,5,4,,,
9549,Erika Allen,East,04-09-2021,97007,296175,7,4,20,6,,,
9550,Elizabeth Lawson,North,17-03-2024,104554,364517,33,4,15,5,,,
9551,Robert Boyd,South,28-12-2017,59616,147983,42,5,15,3,,,
9552,Brandon Sutton,West,08-03-2016,60771,183615,49,4,15,1,,,
9553,Stephanie Woods,West,05-10-2015,47812,131436,38,5,10,2,,,
9554,Nicole Kline,West,17-10-2018,84026,256730,19,2,0,5,,,
9555,John Douglas,West,05-10-2019,45029,394517,44,2,10,3,,,
9556,Connor Mendez,South,23-07-2023,99842,366228,29,4,20,4,,,
9557,Randall Garza,South,16-06-2018,43177,60368,2,5,5,3,,,
9558,Diane Taylor,East,18-12-2019,99317,228098,44,4,20,2,,,
9559,Stephen Levy,South,02-11-2021,56601,130241,19,3,15,6,,,
9560,Patricia Ortiz,South,10-02-2020,48701,233305,9,5,0,2,,,
9561,Gregory Miller Jr.,West,06-04-2018,36688,164697,6,1,15,1,,,
9562,Donald Walker,South,30-12-2023,47390,88448,17,3,10,1,,,
9563,Jasmin Gonzalez,West,22-01-2020,67879,127399,2,5,5,2,,,
9564,Amanda Walter,North,03-11-2018,119369,85014,39,4,20,5,,,
9565,Amy Jones,North,21-10-2017,108221,332645,6,4,10,5,,,
9566,Roy Jensen,North,09-03-2023,62492,173897,14,4,0,4,,,
9567,Michael Stark,North,05-04-2022,49671,216484,49,5,10,1,,,
9568,Tanya Mcdowell,North,11-04-2024,79790,201904,26,4,10,4,,,
9569,Samantha Garcia,North,22-08-2019,104220,484923,18,5,0,1,,,
9570,Toni Quinn,North,30-06-2016,57574,11304,6,5,20,2,,,
9571,Makayla Allen,West,08-12-2015,101261,60782,12,4,5,5,,,
9572,Monique Poole,West,17-06-2017,41849,325376,38,2,10,5,,,
9573,Tiffany Young,West,16-06-2016,81327,96223,22,2,15,2,,,
9574,Julie Kline,West,10-05-2021,61171,409219,14,3,20,4,,,
9575,Kristen Miller,South,21-06-2023,62651,396190,13,5,20,4,,,
9576,Leslie Marsh,South,21-09-2018,36581,420012,9,4,0,3,,,
9577,Billy Arellano,East,23-11-2017,94767,322914,42,4,20,1,,,
9578,Greg Mclean,South,27-06-2015,83695,260931,32,4,15,4,,,
9579,Joshua Schaefer,West,13-05-2018,35221,80672,10,2,20,2,,,
9580,Amanda Woods,West,18-09-2019,82900,12777,27,1,5,4,,,
9581,Valerie Mccall,North,03-12-2016,111663,207347,14,5,0,5,,,
9582,Katelyn Hardy,North,16-04-2019,35032,457267,9,3,15,1,,,
9583,Joseph Brown,East,16-03-2019,69194,366770,9,3,5,6,,,
9584,Alexander Paul,South,30-01-2018,66777,255159,26,3,0,3,,,
9585,William Conway,West,23-07-2020,110631,125606,32,5,0,1,,,
9586,Janet Wu,South,03-12-2021,51707,430040,41,5,5,5,,,
9587,Zachary Nielsen,East,31-10-2018,117363,50353,35,3,20,5,,,
9588,James Richardson,North,30-09-2020,60620,187593,26,3,15,5,,,
9589,Caitlin Clark,West,31-05-2018,101843,300802,41,4,15,5,,,
9590,Carol Nolan,North,06-06-2022,65896,81157,45,1,10,2,,,
9591,Albert Lindsey,West,16-06-2019,67069,435041,42,2,10,3,,,
9592,Patrick Carter,North,04-05-2022,101563,165263,3,5,0,6,,,
9593,Casey Madden,North,10-03-2018,89539,153439,30,1,10,5,,,
9594,Jacob Odonnell,East,13-07-2015,112866,491468,29,3,15,5,,,
9595,Michael Juarez,South,07-01-2020,89337,11503,20,3,15,4,,,
9596,Scott Bradley,North,17-03-2024,98976,324523,4,3,10,3,,,
9597,Dale Hancock,West,02-03-2017,31545,272971,14,3,10,1,,,
9598,Stacy Snyder,South,21-01-2020,75612,291759,45,4,0,3,,,
9599,Emily Harmon,South,27-02-2021,82659,221697,39,5,15,3,,,
9600,Thomas House,North,12-10-2015,61480,324169,21,3,20,6,,,
9601,Jennifer Campbell,North,01-09-2017,62797,150881,7,3,15,3,,,
9602,David Phillips,North,02-07-2022,58336,88891,6,5,0,6,,,
9603,James Poole,South,25-10-2018,110300,396209,40,2,5,5,,,
9604,Karen David,East,16-04-2019,87872,359916,6,4,10,5,,,
9605,Carlos Higgins,North,23-01-2021,117067,155019,25,4,5,2,,,
9606,Bonnie Allison,South,08-05-2024,95661,493837,4,1,10,6,,,
9607,Scott Cannon,South,29-05-2024,67676,277776,37,4,10,6,,,
9608,Sarah Bauer,West,30-01-2019,58432,281030,25,1,20,1,,,
9609,Debbie Smith,North,19-04-2020,36642,30400,18,2,20,4,,,
9610,Meghan Novak,East,23-07-2020,82410,433008,34,5,10,3,,,
9611,Michael Townsend DDS,West,06-08-2019,71613,126756,25,3,15,1,,,
9612,Stephanie Cunningham,North,15-08-2017,76416,105586,22,1,0,6,,,
9613,Kristin Hernandez,West,23-03-2021,81413,73414,46,4,0,1,,,
9614,Michele Ingram,North,12-10-2021,70721,32008,14,3,10,2,,,
9615,Michelle Nguyen,West,15-08-2023,54866,485034,37,2,0,4,,,
